date,temperature(℃),rainfall(mm),daylight hours(h),wind speed(m/s),vapor pressure(hPa),地名
2017/9/10,25,22.5,32.9,1.8,21.4,京都
2017/9/17,23.7,127,20.9,2.5,20.2,京都
2017/9/24,22.7,3.5,30.7,2,18.1,京都
2017/10/1,22.3,6,48.4,1.9,16.8,京都
2017/10/8,20.1,85,21.4,2,17.1,京都
2017/10/15,21.1,13,24.9,1.5,18.5,京都
2017/10/22,16.2,205.5,3.9,1.5,15.8,京都
2017/10/29,15.9,93.5,25.7,2.2,13.4,京都
2017/11/5,13.6,0,55,1.9,9.8,京都
2017/11/12,13.5,8.5,34.5,1.6,10.8,京都
2017/11/19,10,27.5,32.2,1.5,8.8,京都
2017/11/26,7.9,7,32.4,1.8,7.3,京都
2017/12/3,10.3,0,41,1.5,8.8,京都
2017/12/10,5.9,2,34.7,1.7,6.3,京都
2017/12/17,4.8,0.5,29.3,2.4,5.4,京都
2017/12/24,5.3,29.5,48,1.5,5.9,京都
2017/12/31,5.2,1.5,10.6,2.2,6.4,京都
2018/1/1,4.9,1.5,13.6,2.2,6.1,京都
2018/1/8,4.4,16,17.8,1.8,6.5,京都
2018/1/15,2.8,2.5,37.5,2.2,5,京都
2018/1/22,7,23.5,21.9,1.4,7.6,京都
2018/1/29,1.5,0.5,32.6,2.7,4.4,京都
2018/2/5,2.8,3,38.9,2,4.7,京都
2018/2/12,2.4,19.5,43.2,2.3,4.2,京都
2018/2/19,4.3,0,37.4,2.1,4.8,京都
2018/2/26,6.4,0,48.3,1.9,5.3,京都
2018/3/5,10.6,53,38.1,2.3,7.7,京都
2018/3/12,7.6,40,41.8,2.8,6.4,京都
2018/3/19,12.3,24,47.3,2.1,8.7,京都
2018/3/26,10.1,41,44.9,2.4,7.6,京都
2018/4/2,15.6,0,73.6,2.3,8.7,京都
2018/4/9,13.6,25,30,2.2,10,京都
2018/4/16,15.1,51,42.5,2.7,9.6,京都
2018/4/23,18.3,23.5,64.5,2.1,10.4,京都
2018/4/30,18.1,61.5,43.7,2.1,12.3,京都
2018/5/7,18.5,66,39.5,2.3,12.9,京都
2018/5/14,17.3,74.5,46.5,2.5,12.1,京都
2018/5/21,21.6,8,47.9,2.6,14.8,京都
2018/5/28,22.4,10.5,55.2,2.2,13.3,京都
2018/6/4,21.9,28,45.9,2.1,15.9,京都
2018/6/11,22.5,95.5,18.1,1.9,20.4,京都
2018/6/18,21.2,14.5,39,2.6,16.4,京都
2018/6/25,23.8,65,34.4,1.8,20.2,京都
2018/7/2,28,41.5,30.4,2.9,25.5,京都
2018/7/9,26.1,335,16.2,2.3,26.8,京都
2018/7/16,30.5,0,61.7,2,25.7,京都
2018/7/23,32.2,0,72.3,2.3,26.7,京都
2018/7/30,30.3,26,48.5,3.1,25.7,京都
2018/8/6,31.3,0,59.1,2.4,24.8,京都
2018/8/13,29.3,18,28.8,2.4,26.5,京都
2018/8/20,27.5,8,50.9,2.5,22.6,京都
2018/8/27,30.3,51,50.8,3.7,27.2,京都
2018/9/3,27.9,43.5,32.2,2.1,25.8,京都
2018/9/10,25.2,201.5,11.9,2.3,24.9,京都
2018/9/17,24.1,23.5,10.1,1.9,22.9,京都
2018/9/24,23,55,29.1,1.6,19.5,京都
2018/10/1,20.9,103.5,24.3,2.2,18.1,京都
2018/10/8,22.4,12,31.7,2.1,18,京都
2018/10/15,19.1,9,25.1,1.7,15.2,京都
2018/10/22,17.5,1.5,51.9,1.7,12.5,京都
2018/10/29,16.7,12,42.8,1.8,12.4,京都
2018/11/5,14.3,0,30.8,1.5,10.8,京都
2018/11/12,17,20.5,40.9,1.7,13.1,京都
2018/11/19,13.3,0,28.1,1.7,10.1,京都
2018/11/26,10.2,0,32.9,1.5,8.6,京都
2018/12/3,12.5,4.5,33.5,1.5,10.3,京都
2018/12/10,10.4,12,17.5,2.2,9.4,京都
2018/12/17,6.8,34,23.6,1.8,7.5,京都
2018/12/24,8.9,12,30.9,1.6,8.6,京都
2018/12/31,4.7,0,29.9,2.1,6.2,京都
2019/1/1,4.7,0,27.6,2.2,6.1,京都
2019/1/8,5.4,0,29.4,1.7,6.3,京都
2019/1/15,4.9,3,19,1.5,6.2,京都
2019/1/22,5.8,2,32.2,2,6.4,京都
2019/1/29,4.4,6.5,23.6,2.1,5.7,京都
2019/2/5,6,20,37.7,1.6,6.6,京都
2019/2/12,5.8,2.5,15.1,2,6.6,京都
2019/2/19,5.6,13,26.3,1.7,6.2,京都
2019/2/26,9,0.5,37.6,2.2,6.7,京都
2019/3/5,9.3,32,28.9,1.7,7.4,京都
2019/3/12,9.3,41,28.2,2.2,8.1,京都
2019/3/19,7.5,7,33.2,2,6.4,京都
2019/3/26,10.8,1,30.1,2.2,7.6,京都
2019/4/2,10.1,9,39.5,2.4,7.3,京都
2019/4/9,12.3,11.5,70.2,2.5,6.9,京都
2019/4/16,11.8,44,42.8,2.3,7.6,京都
2019/4/23,17.6,0,51.4,2.3,11.1,京都
2019/4/30,15.9,48.5,14.5,2.4,12.8,京都
2019/5/7,17.9,14,60.4,2.3,10.3,京都
2019/5/14,19.9,0,62.4,1.8,9.8,京都
2019/5/21,21.3,49,35.7,3.3,14.1,京都
2019/5/28,23.6,21.5,69.5,2.1,12.2,京都
2019/6/4,22.2,0,42.7,2,14.4,京都
2019/6/11,22.7,30,22.8,2.2,18,京都
2019/6/18,21.9,17,40.5,2.7,16.5,京都
2019/6/25,24.5,21,52.7,2.2,17.9,京都
2019/7/2,25.8,82,11.2,2,26,京都
2019/7/9,25.1,15.5,17.5,2.1,23,京都
2019/7/16,24.2,84.5,12.5,2.1,23.7,京都
2019/7/23,26.7,83.5,10.9,1.7,28.4,京都
2019/7/30,29.1,20.5,42.3,2.2,28.4,京都
2019/8/6,31.4,4.5,58,2.5,28.2,京都
2019/8/13,31.5,0,64.5,2.7,26.8,京都
2019/8/20,29.5,193.5,30,3.3,29.4,京都
2019/8/27,26.9,82,28.8,1.9,26,京都
2019/9/3,26.5,75.5,18,1.9,26.9,京都
2019/9/10,29.4,28,48.1,2.5,27.7,京都
2019/9/17,26.2,34.5,47.7,2.5,22.3,京都
2019/9/24,23.3,21.5,25.8,2.6,19.4,京都
2019/10/1,25.7,9,38,2.1,21.7,京都
2019/10/8,23,27.5,28.7,2.3,19.2,京都
2019/10/15,20.2,71,24.1,2.3,16.8,京都
2019/10/22,18.8,46,20,1.9,16.5,京都
2019/10/29,18,61.5,24.9,1.6,15.8,京都
2019/11/5,15.5,1,55.1,1.7,11.6,京都
2019/11/12,13.8,3.5,53.3,1.8,10.1,京都
2019/11/19,13,18.5,48.1,1.9,9.8,京都
2019/11/26,12.7,0,27.5,1.8,10.4,京都
2019/12/3,9.4,15,23.7,1.6,8.6,京都
2019/12/10,7.2,0,28.7,1.5,7,京都
2019/12/17,8.7,9,31.9,1.5,8.1,京都
2019/12/24,8.6,8.5,21,1.5,8.4,京都
2019/12/31,8.1,17.5,23.8,1.6,8.2,京都
2020/1/1,7.8,17.5,18.7,1.7,8,京都
2020/1/8,6.9,27,21.8,1.8,7.4,京都
2020/1/15,7.2,1.5,27.3,1.6,7.1,京都
2020/1/22,6.8,0,26.3,1.6,6.4,京都
2020/1/29,9.8,35.5,8.6,2.3,8.5,京都
2020/2/5,6.2,0,36.6,2.1,5.8,京都
2020/2/12,4.2,2,36,2,5.5,京都
2020/2/19,9.1,27.5,18.6,2,8.8,京都
2020/2/26,8.2,18,33.4,1.7,7.2,京都
2020/3/4,8.3,17,26.6,1.8,7.4,京都
2020/3/11,10.2,33.5,34,2.3,8.4,京都
2020/3/18,8.6,10.5,49.3,2.1,6.7,京都
2020/3/25,12,0,59.6,2.6,7,京都
2020/4/1,12.6,67,15.9,2.2,10.6,京都
2020/4/8,11.8,0.5,59.7,2.6,6.5,京都
2020/4/15,11.1,38.5,43.8,2.7,7.5,京都
2020/4/22,14.2,53,26.8,2.5,10.6,京都
2020/4/29,13.6,1.5,55.2,2.3,7.4,京都
2020/5/6,20.4,1.5,47.6,2.1,13.6,京都
2020/5/13,20,6.5,54.5,2.4,12.6,京都
2020/5/20,19.6,95.5,21.7,1.9,15.1,京都
2020/5/27,21.5,8.5,27.5,2.1,16.8,京都
2020/6/3,22.7,2,48.5,2.1,14.3,京都
2020/6/10,25.2,0.5,58.6,2.3,17.1,京都
2020/6/17,24.8,103,21.8,2,24.9,京都
2020/6/24,23.5,82,37.5,2.3,18.6,京都
2020/7/1,25.8,67,20.8,2.2,23.6,京都
2020/7/8,24.4,239.5,6.6,2.2,24.8,京都
2020/7/15,24.2,170.5,3.9,2,25.1,京都
2020/7/22,27.3,14,38.2,1.9,25.1,京都
2020/7/29,26.1,84.5,2.5,1.6,27.9,京都
2020/8/5,29.2,43.5,45.5,1.8,26.7,京都
2020/8/12,30.6,10,39.9,2.4,27.3,京都
2020/8/19,31.3,2.5,68,2.1,27.2,京都
2020/8/26,30.7,12.5,60.5,2.1,27,京都
2020/9/2,30,22,42.5,2.2,28.4,京都
2020/9/9,28.5,31,31.3,2.5,25.9,京都
2020/9/16,25.6,14.5,33.4,2,23.4,京都
2020/9/23,24.6,1,31.4,2.3,19.3,京都
2020/9/30,22,64,23.3,1.8,19.5,京都
2020/10/7,21,12,34.1,1.8,16.3,京都
2020/10/14,20.3,94,30.1,2.1,17.4,京都
2020/10/21,16.1,26,34.1,1.7,12.6,京都
2020/10/28,15.9,39.5,40.8,1.8,11.8,京都
2020/11/4,14.2,27,44.4,2,10.4,京都
2020/11/11,13,10.5,33.3,1.6,10.7,京都
2020/11/18,14.7,0,53.6,1.3,11.4,京都
2020/11/25,14.5,3.5,31.9,1.8,11.8,京都
2020/12/2,10.8,0,41.9,1.8,8.8,京都
2020/12/9,9.3,0,52.5,1.5,7.7,京都
2020/12/16,7.7,0,27,2,7.2,京都
2020/12/23,4.9,0,43.3,2,5.9,京都
2020/12/30,6.9,22,31,1.7,7.2,京都
2021/1/1,5.7,21.5,33.6,1.8,6.6,京都
2021/1/8,3.7,0,39.4,2.2,4.7,京都
2021/1/15,3.4,2,45.7,1.6,5.1,京都
2021/1/22,5.4,9,31,1.9,6.3,京都
2021/1/29,8.4,44.5,25.6,2.1,8.2,京都
2021/2/5,5.8,18.5,38.3,2,5.8,京都
2021/2/12,7.3,0,40.7,2,6.4,京都
2021/2/19,7.9,31,35.5,2.6,7,京都
2021/2/26,9.1,4.5,47.3,2.2,6.6,京都
2021/3/5,9.5,44.5,34.4,2.6,7.8,京都
2021/3/12,9.6,11,35.7,2.2,7.4,京都
2021/3/19,11,27,51.8,2.3,7.7,京都
2021/3/26,12.2,52.5,49.1,2.2,9.5,京都
2021/4/2,15.8,8,51.1,2.1,10.8,京都
2021/4/9,13.8,24,46.7,2.6,9.6,京都
2021/4/16,14,7.5,42.6,2.4,9.5,京都
2021/4/23,15.4,60,62.3,2.2,9,京都
2021/4/30,15.7,110.5,41.5,2.2,10.9,京都
2021/5/7,16.5,22,37.6,2.1,11.8,京都
2021/5/14,19.2,11.5,27.7,2.2,14.1,京都
2021/5/21,21.2,147.5,3.5,2.1,21.1,京都
2021/5/28,19.5,47.5,27.6,1.9,15,京都
2021/6/4,22.3,43,52.5,2.3,15.4,京都
2021/6/11,24.5,0,58.2,2.1,16.1,京都
2021/6/18,23.8,33,21.6,1.8,20.7,京都
2021/6/25,23.5,21,37,1.9,18.9,京都
2021/7/2,24.4,80.5,13.3,1.9,23.1,京都
2021/7/9,26.9,217.5,6.5,1.8,28.6,京都
2021/7/16,26.4,68.5,20.9,1.7,26.1,京都
2021/7/23,29.7,0.5,71.1,2.6,24.7,京都
2021/7/30,29.4,10.5,46.2,2.2,25.1,京都
2021/8/6,29.6,47.5,45.6,2.2,27.1,京都
2021/8/13,27.4,154,24.2,2.4,26.9,京都
2021/8/20,24.5,280,8.9,1.7,26.3,京都
2021/8/27,28.4,18.5,26.8,2,27.7,京都
2021/9/3,27.6,41,30.5,1.9,25.4,京都
2021/9/10,25,71.5,36.3,1.9,22,京都
2021/9/17,24,19.5,9.8,1.7,22,京都
2021/9/24,25.3,32.5,33.6,2.4,22.1,京都
2021/10/1,23.9,27,28.8,2.4,20,京都
2021/10/8,24.2,0,59.8,1.8,19,京都
2021/10/15,23.8,4,32.9,1.9,20,京都
2021/10/22,16,9.5,37.5,2.2,12,京都
2021/10/29,14.7,27,38.6,1.8,11.5,京都
2021/11/5,15.9,0.5,50.9,1.5,11.8,京都
2021/11/12,14.5,24.5,34.8,2.2,10.8,京都
2021/11/19,12.5,0,51.9,1.4,9.6,京都
2021/11/26,12,23.5,38.8,1.9,9.1,京都
2021/12/3,8.5,34.5,42.7,1.8,7.5,京都
2021/12/10,9.5,33.5,21.6,1.6,9.1,京都
2021/12/17,9.1,21.5,32.2,1.7,8.5,京都
2021/12/24,6.5,1.5,41.9,1.8,6.7,京都
2021/12/31,4.1,5,34.8,2.6,6,京都
2022/1/1,3.4,4.5,35.6,2.6,5.7,京都
2022/1/8,4.4,0.5,34.6,1.6,5.9,京都
2022/1/15,4.4,15,32.4,2,5.9,京都
2022/1/22,3.1,11,29.8,1.8,5.6,京都
2022/1/29,4.8,12,22.5,1.5,6.2,京都
2022/2/5,4.4,0,32.1,2.1,5.1,京都
2022/2/12,5,0.5,47.5,1.8,5.4,京都
2022/2/19,4.2,15.5,28.3,2.1,5.4,京都
2022/2/26,3.6,1,49.3,2.6,4.8,京都
2022/3/5,7.5,13.5,33.1,1.8,6.6,京都
2022/3/12,8.1,0,50.3,1.9,6.3,京都
2022/3/19,13.5,45,34.4,2.3,10.2,京都
2022/3/26,9.9,29,31.3,1.9,8.2,京都
2022/4/2,12,2,40.3,2.5,8.3,京都
2022/4/9,14.5,0.5,67.6,2.2,8.3,京都
2022/4/16,18.2,21,41.9,2.4,13.1,京都
2022/4/23,17.2,11,51.2,1.9,11.3,京都
2022/4/30,18.4,94.5,30.4,2.2,14.9,京都
2022/5/7,17.4,11,65,2.2,10.9,京都
2022/5/14,18.4,39,27.7,2.2,14,京都
2022/5/21,19.1,0,26.1,1.5,11.4,京都
2022/5/28,22.5,24.5,63,2.2,15.5,京都
2022/6/4,22.6,6,65.1,2,14.1,京都
2022/6/11,21.3,58.5,34.6,2.2,17,京都
2022/6/18,22.5,24,28.3,2.5,18.7,京都
2022/6/25,27,43,23.9,2.3,25.4,京都
2022/7/2,30.1,0,77,2.3,25.1,京都
2022/7/9,27.1,89,21.4,1.8,27.2,京都
2022/7/16,26.8,24,12.6,1.8,26.9,京都
2022/7/23,27.1,189.5,24.7,2,26.1,京都
2022/7/30,30.2,0,54.7,2.3,27.2,京都
2022/8/6,30,35.5,49.4,2,28.5,京都
2022/8/13,30.7,1,46.3,2.2,28.5,京都
2022/8/20,28.1,209,23.5,2,28.3,京都
2022/8/27,28.5,17.5,15.8,1.9,28.1,京都
2022/9/3,27.1,111,29.8,2,26.1,京都
2022/9/10,27.2,37.5,29.2,2.3,26.1,京都
2022/9/17,28.4,0,55,2.6,24.4,京都
2022/9/24,24.1,61,17.4,3.2,21.9,京都
2022/10/1,23.3,10,50.2,1.6,18.7,京都
2022/10/8,21.2,45.5,24.5,2.1,16.8,京都
2022/10/15,18.3,40.5,28.2,1.5,15.3,京都
2022/10/22,18.1,6,45.9,1.7,14.4,京都
2022/10/29,15.3,0.5,54.8,2,10.7,京都
2022/11/5,15.2,13.5,42.3,1.6,12.2,京都
2022/11/12,14.4,0,63,1.3,10.8,京都
2022/11/19,12.9,12.5,38.8,1.5,10.4,京都
2022/11/26,13.9,31,24.7,1.4,12.1,京都
2022/12/3,11.3,22,33.5,2,10,京都
2022/12/10,9,0,39.8,1.5,7.4,京都
2022/12/17,7.3,8,29.6,2,6.7,京都
2022/12/24,3.6,16,38.7,2.6,5.1,京都
2022/12/31,5.5,1,39.6,1.8,6.1,京都
2013/1/1,5.9,35,32.6,4,6.3,兵庫
2013/1/8,4.7,0,45.3,3,5.1,兵庫
2013/1/15,5.7,20,32,3.5,5.5,兵庫
2013/1/22,5.5,9.5,24,3.4,5.6,兵庫
2013/1/29,4.8,0,46.7,4.2,4.8,兵庫
2013/2/5,9.1,18,34.6,3.4,7.4,兵庫
2013/2/12,4.8,17.5,32,3.7,5.1,兵庫
2013/2/19,5,35,21.9,3.5,5.6,兵庫
2013/2/26,4.5,4.5,41.7,3.9,4.7,兵庫
2013/3/5,7.6,22,41.3,3.3,6.3,兵庫
2013/3/12,11.7,0.5,57.2,3.2,7.4,兵庫
2013/3/19,11.7,22,45.4,3.5,8.8,兵庫
2013/3/26,10.5,2.5,37.3,3.7,7,兵庫
2013/4/2,12.7,7,20.8,3.6,9,兵庫
2013/4/9,14.2,32.5,46.1,4.6,10,兵庫
2013/4/16,13,0.5,60.7,3.9,8.2,兵庫
2013/4/23,13.5,17,51.8,3.7,9.1,兵庫
2013/4/30,15.8,33,48.9,3.5,10.7,兵庫
2013/5/7,14.8,0,67.7,3.7,9,兵庫
2013/5/14,18.7,48.5,60.5,2.6,13.8,兵庫
2013/5/21,20.4,12,56.9,3.5,15.5,兵庫
2013/5/28,22.7,3.5,60.9,3.6,15,兵庫
2013/6/4,22.5,3,32.1,3.5,17.6,兵庫
2013/6/11,23.7,0,42,4.2,17.1,兵庫
2013/6/18,26.5,39.5,58.3,3.7,23.8,兵庫
2013/6/25,22.6,152,12.5,2.4,22.2,兵庫
2013/7/2,24.3,42,35.1,4.4,21.1,兵庫
2013/7/9,26.7,31,39,3.6,28.7,兵庫
2013/7/16,27.9,6,53,3.5,27.9,兵庫
2013/7/23,28.2,1.5,63.5,3.3,25.1,兵庫
2013/7/30,28.7,5,37.9,3.2,28.2,兵庫
2013/8/6,29.2,3.5,43.6,3.1,28.2,兵庫
2013/8/13,31.3,0,73.4,3,28.4,兵庫
2013/8/20,30.2,0,79.3,3.2,28,兵庫
2013/8/27,28,114.5,40,3.1,27.6,兵庫
2013/9/3,26.7,63.5,17.7,3.3,27.4,兵庫
2013/9/10,24.8,81,36.2,3.1,22.3,兵庫
2013/9/17,26.4,133.5,48.5,4.9,23.5,兵庫
2013/9/24,25.8,0,77.1,3.6,18.9,兵庫
2013/10/1,24.1,0,68.9,4.3,16.1,兵庫
2013/10/8,25.1,0,38.2,5.3,19.3,兵庫
2013/10/15,23.5,44,48.7,4.9,18.9,兵庫
2013/10/22,18.3,41,23,4.5,14.5,兵庫
2013/10/29,18.1,102.5,20.8,5.1,14.3,兵庫
2013/11/5,17.1,21,34.1,2.7,12.6,兵庫
2013/11/12,15.6,5,29.6,3.7,11.1,兵庫
2013/11/19,11.9,17,43.4,3.8,8.8,兵庫
2013/11/26,11.8,19,46.8,4.2,7.7,兵庫
2013/12/3,9.6,4,51,3.7,6.9,兵庫
2013/12/10,10.6,27,43.4,3.6,7.7,兵庫
2013/12/17,7.1,1,22.9,4.1,5.4,兵庫
2013/12/24,6.9,20.5,21.5,4.7,6.5,兵庫
2013/12/31,6.1,14,34.5,3.6,5.8,兵庫
2014/1/1,6.6,14,30.7,3.9,6,兵庫
2014/1/8,6.6,20,38.1,3.1,6.1,兵庫
2014/1/15,4.7,0,49.6,3.6,4.9,兵庫
2014/1/22,5,1,28.6,3.6,5.2,兵庫
2014/1/29,6.8,1,43.4,2.8,6.2,兵庫
2014/2/5,8.7,7.5,33.7,3.8,8.2,兵庫
2014/2/12,3.8,16,26.5,4.5,4.9,兵庫
2014/2/19,4.9,10,23.1,4.1,5.2,兵庫
2014/2/26,6.1,0,50.9,2.8,5.2,兵庫
2014/3/5,9.7,26.5,24.4,4.2,8.4,兵庫
2014/3/12,5.8,0,55.7,4,5,兵庫
2014/3/19,10.7,38,43.5,3.2,8.4,兵庫
2014/3/26,11.1,48,40.6,3.5,8.8,兵庫
2014/4/2,14.7,63.5,49.1,3.5,10.2,兵庫
2014/4/9,11.8,9,52.8,3.4,8.4,兵庫
2014/4/16,13.9,0,55.8,3,6.9,兵庫
2014/4/23,15.5,8,30.6,3.8,10.3,兵庫
2014/4/30,17.3,55.5,52.4,4.3,12.5,兵庫
2014/5/7,17.7,1.5,67.1,3.1,11.5,兵庫
2014/5/14,19.1,21,57.1,3.6,13.4,兵庫
2014/5/21,19.5,33.5,54.4,4.1,13.4,兵庫
2014/5/28,20.1,29,49.6,3.1,15.9,兵庫
2014/6/4,23.9,8,57.1,3.7,18.9,兵庫
2014/6/11,23.4,23,30.1,5.3,20.8,兵庫
2014/6/18,23.2,0.5,38.7,3.1,18,兵庫
2014/6/25,23.9,8.5,50.2,3,19.9,兵庫
2014/7/2,25.3,5.5,41.4,3.5,21.7,兵庫
2014/7/9,24.9,47.5,7.8,3.2,25.2,兵庫
2014/7/16,27,21.5,39,3.5,26.5,兵庫
2014/7/23,28.1,0.5,53.5,3.1,26.6,兵庫
2014/7/30,29.4,0,71,3.8,26.4,兵庫
2014/8/6,27.8,35.5,21.4,3.1,28.8,兵庫
2014/8/13,27.1,278,24.5,5.7,27,兵庫
2014/8/20,28.3,17,37.3,3.6,30.6,兵庫
2014/8/27,27.9,3.5,26.5,3.4,27.3,兵庫
2014/9/3,25.3,26,27.5,3.9,22.3,兵庫
2014/9/10,26.1,11.5,43.1,3.3,22.8,兵庫
2014/9/17,24,53,51.6,3.3,17,兵庫
2014/9/24,22.6,38,34,3.4,15.2,兵庫
2014/10/1,24.3,18.5,52.5,3.6,17.5,兵庫
2014/10/8,22.2,17,23,5.4,16.8,兵庫
2014/10/15,20.9,71,26.5,6.7,15.6,兵庫
2014/10/22,18.9,12,44.9,3.6,13.7,兵庫
2014/10/29,17.1,17.5,58.5,3.1,11.8,兵庫
2014/11/5,17.5,9.5,27.3,4.6,13,兵庫
2014/11/12,16.3,5.5,31.1,3.3,11.4,兵庫
2014/11/19,11.4,0,41.7,3.8,7.2,兵庫
2014/11/26,14.1,20.5,38.2,2.8,9.8,兵庫
2014/12/3,13.2,22.5,38.5,4.7,9.7,兵庫
2014/12/10,7.2,6,39.6,4.2,5.8,兵庫
2014/12/17,6.1,10.5,19.6,5.5,5.7,兵庫
2014/12/24,5.7,24,35.6,4.4,5.7,兵庫
2014/12/31,7.1,21,33.8,3.5,6.3,兵庫
2015/1/1,6.4,21.5,37.1,4,6,兵庫
2015/1/8,6.1,7,32.1,4,6,兵庫
2015/1/15,6.2,21.5,18.6,3.9,5.9,兵庫
2015/1/22,7,17,26.7,4.2,6.4,兵庫
2015/1/29,6.9,29.5,32.4,3.6,6.5,兵庫
2015/2/5,5.2,8.5,22.4,3.6,5.6,兵庫
2015/2/12,5.7,2.5,33.8,4,5.2,兵庫
2015/2/19,6.3,4,37.1,3.7,5.6,兵庫
2015/2/26,9.6,15.5,27.5,3.3,8.2,兵庫
2015/3/5,7.5,24.5,29.7,4.7,6.3,兵庫
2015/3/12,7.6,37.5,31.4,4.7,6.4,兵庫
2015/3/19,11.9,80,28.4,2.9,10.4,兵庫
2015/3/26,10.4,0,58.7,3.3,6.4,兵庫
2015/4/2,14.3,10,52.4,2.9,10.6,兵庫
2015/4/9,14.2,35.5,7.2,3.5,12.8,兵庫
2015/4/16,14,41,25,5.6,11,兵庫
2015/4/23,16.6,31.5,47.2,3.2,11.3,兵庫
2015/4/30,19.4,0,63.9,3.1,12.6,兵庫
2015/5/7,20.1,5.5,55.1,3.2,14.8,兵庫
2015/5/14,19.4,54.5,51.9,3.4,13.6,兵庫
2015/5/21,20.9,40,53.6,3.1,16.1,兵庫
2015/5/28,22.7,0,62.3,2.9,14.9,兵庫
2015/6/4,23.3,50,50.1,3.9,17.1,兵庫
2015/6/11,20.7,48.5,23.4,4.3,17.4,兵庫
2015/6/18,23.5,9,31.7,3.5,20.9,兵庫
2015/6/25,23.8,10,44.1,3.8,21,兵庫
2015/7/2,23.1,83,25,4.3,20.6,兵庫
2015/7/9,23.8,26.5,5.5,2.6,23.5,兵庫
2015/7/16,28,11,54.8,5.2,27.1,兵庫
2015/7/23,25.8,345.5,25.9,3.8,26.7,兵庫
2015/7/30,28.8,1.5,60.5,3.3,28.7,兵庫
2015/8/6,30.4,0,79.8,3.2,28.9,兵庫
2015/8/13,29.8,38.5,53.7,2.9,28.1,兵庫
2015/8/20,27.2,56.5,31.8,2.6,26.1,兵庫
2015/8/27,27.5,28.5,45.7,4,24.6,兵庫
2015/9/3,25.8,68,16.6,2.8,25.3,兵庫
2015/9/10,24,59.5,18.7,3.1,22.4,兵庫
2015/9/17,23.2,21.5,42.8,4.1,17.9,兵庫
2015/9/24,23.2,13,43.9,4.2,18,兵庫
2015/10/1,23,21.5,33,3.7,17.2,兵庫
2015/10/8,20.6,22,55.8,3.6,13.2,兵庫
2015/10/15,19.3,0.5,38.1,3.1,12.8,兵庫
2015/10/22,20.3,0,65.2,2.8,13.9,兵庫
2015/10/29,18,8.5,66.1,3.4,12.1,兵庫
2015/11/5,16,11,47.4,3.6,10.5,兵庫
2015/11/12,18.1,17,21,4.1,14.1,兵庫
2015/11/19,17.3,51.5,11.8,4.6,15,兵庫
2015/11/26,14.6,7,19.3,3.3,11.1,兵庫
2015/12/3,11.1,18.5,42.1,4,7.7,兵庫
2015/12/10,11,8,40.5,4.7,7.6,兵庫
2015/12/17,12.6,61,27,3.5,9.7,兵庫
2015/12/24,9.5,15,24,3.5,8.1,兵庫
2015/12/31,7.9,0,39.2,3.4,6.2,兵庫
2016/1/1,7.4,0,44.8,3.3,5.9,兵庫
2016/1/8,9.9,0,29.5,2.6,7.7,兵庫
2016/1/15,6.9,0.5,41.3,3.6,5.3,兵庫
2016/1/22,5.6,4.5,34.4,5.4,5.5,兵庫
2016/1/29,4.9,36.5,28.9,3.9,5.6,兵庫
2016/2/5,7.3,5,37.5,3,5.9,兵庫
2016/2/12,7,0,47.7,3.9,5.3,兵庫
2016/2/19,9,82,37.8,4.6,7.8,兵庫
2016/2/26,6.8,24.5,33.5,4,5.6,兵庫
2016/3/4,8.4,0,50.8,3.5,6.5,兵庫
2016/3/11,12.9,37,25.5,3.6,9.9,兵庫
2016/3/18,9.8,39,45.2,3.5,7,兵庫
2016/3/25,10.6,9.5,51.1,3.7,6.7,兵庫
2016/4/1,12.4,4,45.8,3.5,8.7,兵庫
2016/4/8,16.4,58.5,26.3,3.6,12.9,兵庫
2016/4/15,15.3,16.5,45.9,3.6,11.1,兵庫
2016/4/22,17.1,21,53.2,3.9,11.6,兵庫
2016/4/29,17.7,9.5,33.4,3.9,13,兵庫
2016/5/6,19.2,20.5,57.7,3.7,12.1,兵庫
2016/5/13,19.1,52.5,40.3,3.5,15.2,兵庫
2016/5/20,20.8,65.5,68.5,3,14.6,兵庫
2016/5/27,23.2,10,54.2,3.1,16.7,兵庫
2016/6/3,21.1,10.5,49.3,3.7,16,兵庫
2016/6/10,22.3,30,37.6,4.2,18.9,兵庫
2016/6/17,24.3,57.5,26.8,4,22.4,兵庫
2016/6/24,24.5,143.5,31.7,3.2,23.6,兵庫
2016/7/1,23.7,78,25.2,3,23.6,兵庫
2016/7/8,28.2,6.5,65.4,3.5,28.4,兵庫
2016/7/15,26.6,65,24.2,3.1,28.6,兵庫
2016/7/22,28.1,1.5,61.2,3.3,24.1,兵庫
2016/7/29,27.3,11,42.9,3.3,26,兵庫
2016/8/5,29.3,7.5,70.1,3.1,27.3,兵庫
2016/8/12,29.7,0,75.3,3.2,25.2,兵庫
2016/8/19,30,0.5,58.7,3.4,29.4,兵庫
2016/8/26,30.7,0,67.3,4.3,26.4,兵庫
2016/9/2,26.6,66.5,51.3,4.2,21.7,兵庫
2016/9/9,27.7,22,34.8,3.7,26.2,兵庫
2016/9/16,26.4,10,28.3,2.9,23.6,兵庫
2016/9/23,24.4,101.5,5,3.5,25.1,兵庫
2016/9/30,25.2,54,20.6,3.5,24.5,兵庫
2016/10/7,24.6,14,25,3.5,22.7,兵庫
